OFFs-ID,x-coordinate,y-coordinate,OFF-price,capacity
15, 116.763616266, 39.878018781, 13000, 4
287, 116.385216198, 40.1895164372, 11757.527680398185, 12
344, 116.593965207, 40.1995577873, 10919.4327813221, 10
436, 116.293923268, 39.9785582781, 15428.666832668685, 5
233, 116.346087412, 40.0489001184, 20000, 4
20, 116.463486358, 40.1091738079, 13774.979999588835, 5
330, 116.085374314, 39.6968551834, 5479.507273875023, 18
401, 116.372172763, 39.8176610831, 17456.732459036906, 5
136, 116.959361845, 40.1493479364, 11867.39444017268, 5
389, 116.620064026, 40.0790389836, 13000, 3
422, 116.841918165, 39.8377834084, 13000, 2
365, 115.994200755, 40.5609663578, 9897.198441520957, 5
175, 116.567867221, 39.8981320507, 16000, 12
92, 116.633113705, 40.7618294292, 4790.900736806348, 7
32, 116.424349335, 40.1393049666, 12741.399393659214, 5
250, 116.894117288, 40.2196396545, 12753.823286450486, 5
483, 116.372172763, 40.1393049666, 13000, 4
230, 116.554818584, 39.988608765, 30000, -219
294, 116.476532816, 39.9282967469, 30000, -13
183, 116.828868045, 39.7572742176, 12272.653696708905, 6
418, 116.176590945, 40.1192179163, 16867.696966027288, 7
487, 116.4373946, 39.8679610629, 35000, 0
138, 116.150524999, 39.857902604, 14213.684189055428, 9
490, 116.020245604, 39.9584555266, 15000, 3
67, 116.463486358, 39.9584555266, 20000, 4
437, 116.659213515, 39.6364009796, 13601.662051013867, 6
484, 116.841918165, 39.8075987121, 12859.110693685276, 5
270, 116.241768785, 39.9484032343, 16000, 2
332, 116.672263611, 39.8176610831, 7330.4445579023295, 16
461, 116.411304501, 39.918242524, 30000, 6
137, 115.733994852, 39.9282967469, 14225.48847861062, 7
439, 116.463486358, 39.9986586779, 30000, 0
26, 116.737515327, 39.8478433905, 12937.151516050963, 3
341, 116.150524999, 40.2798795936, 13243.576487913282, 8
465, 116.163557584, 39.7572742176, 12000, 6
433, 116.4373946, 39.9383503123, 30000, 3
447, 116.881067745, 40.3300747099, 10000, 2
367, 116.007222688, 40.1593905544, 12715.463107004574, 7
232, 116.280883699, 40.0187568373, 19732.428176747395, 5
482, 116.64616354, 40.1192179163, 12000, 3
292, 116.737515327, 39.8981320507, 12000, 2
219, 116.26784475, 39.6968551834, 13000, 0
179, 116.698364103, 39.9584555266, 11866.795824987017, 5
185, 116.489579637, 40.0087080307, 35000, -7
202, 116.593965207, 40.2497605816, 10322.388895245898, 18
428, 116.124462225, 40.0187568373, 14000, 2
343, 116.085374314, 39.5960771565, 11950.163545109594, 5
5, 116.763616266, 40.4003439928, 9785.034692674295, 7
173, 116.528722105, 39.7069273837, 13338.39273787496, 9
12, 116.333045531, 39.6061597513, 12637.861393166275, 6
415, 116.881067745, 39.7673408481, 13000, 4
224, 116.685313813, 40.0991292923, 13000, 2
373, 116.385216198, 39.64647925, 14000, 5
349, 116.685313813, 40.1393049666, 11881.975745928135, 3
53, 116.137493207, 39.7774065989, 17942.789677004203, 4
21, 116.620064026, 40.1794747909, 12000, 2
55, 116.672263611, 39.8981320507, 12000, 3
285, 116.189625065, 39.9282967469, 13134.801484556125, 9
271, 116.306963441, 39.6666326653, 14000, 2
57, 116.046294313, 40.2899189035, 12834.05944252004, 6
297, 116.124462225, 39.7472066935, 13000, -8
74, 116.215695511, 39.8679610629, 15859.721796266558, 6
404, 116.659213515, 40.1192179163, 12955.958622649949, 5
240, 116.25480644, 39.8176610831, 16000, 6
388, 116.372172763, 40.2296801995, 12000, 0
134, 116.881067745, 40.4505359281, 10000, 3
217, 116.476532816, 39.9081876299, 35000, 1
359, 116.620064026, 40.0288051115, 13000, 2
261, 116.306963441, 39.7270689091, 13000, 5
411, 116.293923268, 39.6666326653, 11574.79558510273, 6
157, 116.698364103, 39.6767078381, 12912.311028647564, 6
107, 117.011552673, 40.2798795936, 11727.948091479495, 5
382, 116.64616354, 39.9383503123, 12725.666883175736, 7
492, 116.633113705, 39.8176610831, 13000, 0
375, 116.398260116, 39.9986586779, 30000, 0
443, 116.007222688, 40.0790389836, 15000, 2
364, 115.968159904, 40.3702288901, 10000, 2
168, 116.737515327, 40.4706130605, 5159.629472084973, 9
0, 115.916090746, 39.9282967469, 15000, 5
131, 116.685313813, 40.0087080307, 10744.255275400914, 8
453, 116.489579637, 39.9986586779, 29937.111572753176, 3
178, 116.150524999, 39.626321649, 11318.462469044629, 7
242, 116.411304501, 39.9685072033, 30000, 4
159, 116.64616354, 40.0187568373, 9493.436659989431, 22
69, 116.737515327, 39.9484032343, 11157.719192743836, 9
265, 116.554818584, 40.4404974664, 12000, 3
254, 116.4373946, 39.7069273837, 10314.931662221454, 18
182, 116.593965207, 39.918242524, 25000, 2
81, 116.541770206, 40.5208077598, 10000, 2
403, 116.593965207, 39.9282967469, 30000, 2
156, 116.346087412, 39.8880757723, 30000, -254
165, 116.398260116, 39.9484032343, 28512.654922321304, 6
187, 116.124462225, 40.1493479364, 14000, 5
264, 116.333045531, 40.0991292923, 14000, 0
464, 116.346087412, 39.797535517, 12335.453920117274, 6
98, 116.489579637, 39.8377834084, 30000, -46
259, 116.672263611, 40.1694328346, 12444.988573953508, 7
35, 117.272402659, 40.6513373056, 9542.01171328623, 5
432, 116.554818584, 40.0288051115, 19882.643682309917, 18
110, 115.929106424, 40.3802672852, 9000, 2
139, 116.711414463, 40.1292616312, 11612.23408087531, 6
417, 116.189625065, 39.9685072033, 17731.968979973382, 8
386, 116.476532816, 39.6565564739, 14000, 2
354, 116.215695511, 39.716998621, 12797.473595289204, 8
239, 116.228731803, 40.0790389836, 11206.503513690184, 13
59, 115.955141021, 40.0991292923, 13000, 3
396, 116.541770206, 39.7472066935, 11867.394440171971, 6
