people-ID,livelong,livelat,wslong,wslat
11192, 113.8577667, 22.58392266, 0, 0
4379, 114.025783, 22.64965565, 114.025327, 22.64410502
10287, 114.2232146, 22.68026417, 114.2342545, 22.64869853
764, 113.9031903, 22.57336645, 114.0254399, 22.71858525
7110, 113.8772696, 22.56713794, 114.37472, 22.69079949
13043, 114.0239956, 22.64331109, 114.02826, 22.65797554
7792, 114.2273386, 22.69887747, 114.2147699, 22.70324544
5393, 114.1258379, 22.55414779, 114.1468689, 22.61050373
7452, 114.0665254, 22.54984625, 114.0859619, 22.53889373
16922, 113.8619944, 22.63229419, 113.8067743, 22.69340588
10253, 114.0524428, 22.53036901, 0, 0
10900, 114.0173094, 22.62430723, 0, 0
2118, 114.1219544, 22.54206436, 113.9665337, 22.69395876
11909, 114.2316134, 22.71839642, 0, 0
5603, 114.0623598, 22.62679902, 114.0648785, 22.66256822
1039, 113.9234447, 22.53452262, 113.9102712, 22.54288065
16409, 114.3284852, 22.67832611, 114.3679141, 22.74069295
1995, 114.021228, 22.53092009, 114.2360842, 22.55783509
6182, 114.016779, 22.52876707, 113.8824366, 22.76793183
12741, 114.0499952, 22.60340822, 114.0495405, 22.59965055
3174, 113.8455531, 22.62289282, 113.8328308, 22.62869711
1126, 114.0884063, 22.54678497, 114.0984549, 22.56231854
12067, 114.0783056, 22.54244888, 0, 0
7587, 114.0451706, 22.51174816, 114.0586422, 22.52521368
17164, 114.1494133, 22.61039668, 114.3477684, 22.70603955
4218, 114.0060361, 22.64477552, 113.9757367, 22.69308219
7118, 113.9072223, 22.54231109, 114.2469077, 22.56876552
1731, 113.993116, 22.59373235, 113.9885329, 22.58865681
14870, 114.2258562, 22.75410679, 114.2181855, 22.75663067
12483, 113.8289193, 22.71956443, 113.833737, 22.72531168
4171, 114.025783, 22.64965565, 114.0083499, 22.63529777
5030, 113.8729908, 22.56690739, 113.9434528, 22.79427779
15655, 114.2538351, 22.73217567, 114.2876146, 22.70174801
17073, 114.2674922, 22.7252817, 114.2786885, 22.72662505
14830, 114.104805, 22.59048458, 114.0277017, 22.72588026
7580, 113.9256338, 22.51572657, 114.0095807, 22.74605808
25869, 113.9382846, 22.54399802, 114.0346794, 22.67231938
2689, 113.9225972, 22.50748663, 113.9805994, 22.70188376
8091, 114.0976528, 22.53908736, 0, 0
