OID_,lat,Long,price,Rent,Capacity,district
1632,39.84976600000,116.36628500000,73660,1030,24,4
1633,40.30732300000,116.77709000000,13648,190,24,15
1634,39.92096100000,116.24517800000,77418,1083,24,6
1635,39.90601500000,116.29233800000,90514,1267,12,6
1636,39.98719700000,116.31557100000,175030,2450,12,6
1637,39.97122800000,116.01379500000,15660,219,14,7
1638,39.95109500000,116.39291800000,129223,1809,23,1
1639,39.65123200000,116.17387800000,54090,757,5,8
1640,39.93957300000,116.16983000000,123193,1724,9,5
1641,39.85409300000,115.99792500000,36244,507,12,7
1642,39.90522600000,116.32754400000,133963,1875,5,6
1643,40.17365100000,116.15258500000,40646,568,17,11
1644,39.80561800000,116.20449900000,32029,448,6,8
1645,39.78142300000,116.32803400000,48654,681,2,12
1646,39.84313900000,116.42020100000,83243,1165,9,4
1647,39.74547000000,116.12590700000,27793,388,8,8
1648,39.68428000000,116.35133000000,28511,399,5,12
1649,39.76181600000,116.19976400000,49502,693,10,8
1650,39.97035000000,116.46108900000,79158,1108,2,3
1651,40.13717300000,116.46114600000,62909,880,10,11
1652,39.91700500000,116.39375500000,121248,1698,23,1
1653,39.81210400000,116.38677000000,55344,775,12,4
1654,39.65765500000,116.09634900000,16770,235,24,8
1655,39.89919200000,116.39863900000,131647,1843,40,1
1656,40.03974100000,116.42194200000,68004,951,15,3
1657,40.10488700000,116.32263000000,52105,729,15,11
1658,40.11112200000,116.13120600000,58483,818,24,6
1659,40.18644000000,116.60116100000,36782,514,16,10
1660,39.92340100000,116.44682800000,123396,1728,12,3
1661,39.67519100000,115.98278400000,21068,295,9,8
1662,39.88461500000,116.76408600000,99046,1387,10,9
1663,39.66304900000,116.29324300000,24236,339,3,12
1664,39.71579900000,116.27293300000,34502,483,8,12
1665,40.12930600000,116.71026900000,32942,460,9,10
1666,39.90359400000,116.31937200000,125423,1755,13,6
1667,39.91298100000,116.33542500000,171382,2398,12,2
1668,40.08588700000,116.72718000000,47594,666,3,10
1669,40.03407500000,116.30353400000,33930,475,9,6
1670,39.94659400000,116.24990400000,150112,2101,9,6
1671,39.85585800000,116.11963500000,29245,409,9,4
1672,39.96351500000,116.38786400000,99470,1392,12,3
1673,40.04895800000,116.47189400000,84226,1179,15,3
1674,39.69305900000,116.16925400000,43609,610,12,8
1675,39.93710600000,116.10658400000,44893,628,12,7
1676,39.48466100000,116.31353400000,23483,328,6,12
1677,39.76122800000,116.18024500000,59100,828,8,8
1678,39.99632700000,116.51154800000,63823,894,10,3
1679,39.73121200000,116.46641400000,120149,1682,24,12
1680,39.80025400000,116.48359300000,70559,987,10,12
1681,39.91970200000,116.23212000000,82135,1149,12,6
1682,39.72167900000,116.33436100000,44894,628,3,12
1683,40.19373900000,116.28141100000,49004,686,15,11
1684,40.14805700000,116.51519600000,63944,895,12,10
1685,40.14020800000,116.43581900000,53550,750,15,11
1686,40.06471200000,116.40589500000,47798,669,5,11
1687,39.89069600000,116.54308700000,55708,780,12,3
1688,39.92577900000,116.36738500000,178069,2492,16,2
1689,39.97609500000,116.38624900000,98934,1384,12,3
1690,39.83003800000,116.24147900000,48296,675,3,4
1691,39.59996800000,116.45953200000,23039,322,24,12
1692,40.31500400000,116.17051500000,59591,834,3,11
1693,39.96763500000,116.34354400000,118987,1665,11,6
1694,39.74786700000,116.52086000000,44531,624,8,12
1695,39.84343900000,116.48365000000,50731,710,9,3
1696,39.82694900000,116.64414200000,40973,573,14,9
1697,39.88569100000,116.35824900000,133183,1864,36,2
1698,39.85150900000,116.13637300000,42118,589,10,4
1699,40.08895000000,116.41267000000,50411,705,14,11
1700,39.99019600000,116.40073400000,97196,1360,10,3
1701,39.96780400000,116.20296300000,71916,1006,10,6
1702,39.87733500000,116.45906300000,64447,902,9,3
1703,40.21000300000,116.22141400000,45907,643,9,11
1704,39.95503400000,116.46272000000,30310,424,9,3
1705,39.85536800000,116.30107300000,82598,1156,9,4
1706,39.76207700000,116.33816600000,38705,542,3,12
1707,40.10061200000,116.49714800000,110772,1550,8,10
1708,40.17830200000,116.69279800000,47616,667,8,10
1709,40.11700600000,116.21291200000,63251,885,9,6
1710,40.34927700000,116.01081800000,14530,204,17,16
1711,39.81660300000,116.13807800000,49768,697,12,4
1712,39.98916300000,116.45354000000,86998,1218,12,3
1713,39.82748000000,116.47601900000,54211,758,9,3
1714,39.86523700000,116.50872800000,53566,750,18,3
1715,40.03796700000,116.35470000000,77480,1084,9,6
1716,40.10652100000,116.19107200000,84848,1188,21,6
1717,40.20654800000,116.43459800000,34348,481,26,11
1718,40.15808700000,116.23825400000,56132,786,9,11
1719,39.81825000000,116.19641600000,43987,615,9,4
1720,39.79971000000,116.16225200000,60100,841,12,4
1721,39.79969300000,116.42540400000,47108,660,12,12
1722,39.91848300000,116.52924900000,61199,856,8,3
1723,40.17632100000,116.80775200000,28344,397,10,10
1724,39.73622900000,116.17927700000,42881,600,16,8
1725,39.76112800000,116.36324500000,38294,536,9,12
1726,40.07027600000,116.24286600000,109042,1526,36,6
1727,39.84483000000,116.22646600000,56227,787,14,4
1728,40.05494400000,116.17031700000,78218,1095,12,6
1729,39.75834500000,116.05871200000,22786,319,16,8
1730,40.10752800000,116.68210200000,45061,631,16,10
1731,39.87478600000,116.24635000000,75898,1062,16,4
1732,39.73710800000,116.35247600000,37679,528,5,12
1733,39.71972500000,116.11101800000,34314,480,8,8
1734,39.91509800000,116.38645700000,182722,2558,23,1
1735,39.73024600000,116.56429600000,27108,379,9,9
1736,39.83316200000,116.23480800000,46181,646,8,4
1737,40.23554000000,116.32070200000,45008,630,8,11
1738,40.32856100000,116.73470300000,26147,366,16,13
1739,39.86338800000,116.25700200000,66337,928,8,4
1740,39.91126800000,116.27295700000,139357,1951,9,6
1741,39.89659700000,116.64720300000,43745,612,13,9
1742,40.15007400000,116.16963700000,39634,554,8,11
1743,40.19125500000,116.73860600000,36500,511,2,10
1744,39.80457400000,116.53270100000,26081,364,9,12
1745,39.90627500000,115.99870700000,44677,625,8,7
1746,40.00448300000,115.98864900000,18872,264,14,7
1747,39.88254800000,116.42771800000,137244,1921,3,1
1748,39.87857400000,116.44496500000,73019,1022,10,3
1749,40.32626800000,116.79326900000,13648,190,9,15
1750,39.87383300000,116.28296400000,68328,956,10,4
1751,39.96401200000,116.53651300000,81097,1135,14,3
1752,40.00618200000,116.46136200000,125810,1761,9,3
1753,40.03815500000,116.33891000000,92916,1300,16,6
1754,39.88951100000,116.24373000000,64211,898,16,4
1755,39.97463500000,116.39437300000,58069,812,12,3
1756,39.98057600000,116.45369400000,109261,1530,14,3
1757,39.94301900000,116.38933000000,173744,2432,17,2
1758,40.02867800000,116.41334700000,84298,1179,16,3
1759,39.97626100000,116.27644500000,126827,1776,5,6
1760,40.16279400000,116.65965400000,50039,700,8,10
1761,40.20459600000,116.24993400000,47672,667,14,11
1762,39.77171200000,116.27191000000,42368,592,10,12
1763,39.76696500000,116.78558400000,39278,549,9,9
1764,39.87141500000,116.64164300000,49784,697,5,9
1765,39.74292800000,116.40537100000,32633,457,8,12
1766,40.41849000000,116.81030000000,14186,199,9,15
1767,39.89950500000,116.56837100000,54779,766,3,3
1768,39.99853900000,116.60086500000,125318,1754,8,3
1769,40.02474500000,116.54665100000,123116,1723,8,3
1770,39.70829700000,116.02587400000,20292,284,8,8
1771,40.10124700000,116.48644100000,103945,1455,16,10
1772,40.00828800000,116.37531600000,161603,2262,17,3
1773,40.06629800000,116.35265900000,61194,856,6,11
1774,39.87259400000,116.49333700000,75712,1059,14,3
1775,39.88834800000,116.31388600000,84031,1176,9,4
1776,39.83578600000,116.60266300000,21374,298,14,9
1777,39.95021600000,116.28892900000,130772,1831,9,6
1778,39.98425400000,116.50196900000,118492,1658,8,3
1779,40.11858600000,116.40298100000,41839,585,12,11
1780,39.96785300000,116.27667300000,126827,1776,8,6
1781,39.85753300000,116.16413000000,41885,586,11,4
1782,40.15854100000,116.88733100000,22175,310,5,10
1783,39.67240700000,115.89795500000,15468,216,5,8
1784,40.33126400000,116.79139000000,13648,190,5,15
1785,39.99164900000,116.47934400000,110423,1545,9,3
1786,39.86228400000,116.23404200000,56675,793,10,4
1787,39.68374900000,116.10931700000,16770,235,18,8
1788,39.94068000000,116.19127600000,87768,1228,10,5
1789,40.06337000000,116.33964000000,69205,968,9,11
1790,39.88405900000,116.66772400000,51131,716,8,9
1791,39.86642700000,116.63451800000,44561,624,9,9
1792,39.95521100000,116.26273700000,98486,1378,11,6
1793,39.98889100000,116.28877800000,137206,1921,9,6
1794,39.94757200000,116.09676100000,67538,945,12,7
1795,39.97998300000,116.29641200000,154706,2166,9,6
1796,39.87326200000,116.62168700000,50370,705,9,9
1797,39.84925900000,115.71568600000,15468,216,8,8
1798,39.94022100000,116.23449200000,102314,1432,14,6
1799,39.92312200000,116.60698000000,59962,840,16,3
1800,39.88145700000,116.57588100000,48032,672,5,3
1801,40.02136900000,116.34141900000,93751,1312,16,6
1802,39.79114200000,116.35131700000,43970,615,9,12
1803,39.75853300000,116.52985300000,40397,565,8,12
1804,39.90606400000,116.20963200000,70930,993,8,5
1805,40.31610400000,116.04741000000,14530,204,8,16
1806,39.77859700000,116.56528700000,24419,342,9,12
1807,39.64614900000,116.43132600000,28196,394,21,12
1808,40.00909100000,116.27188000000,153150,2144,9,6
1809,40.26105900000,117.10164400000,53531,750,16,14
1810,39.57328500000,116.36132700000,54551,763,10,12
1811,39.77269700000,116.86783300000,26650,373,9,9
1812,39.75257500000,116.69650900000,30665,429,9,9
1813,39.90896000000,116.58659500000,53138,744,16,3
1814,39.92903100000,116.28403300000,50707,710,5,6
1815,39.95351000000,116.34630600000,116554,1632,16,6
1816,40.06905400000,116.42921000000,60755,850,22,11
1817,39.65089300000,116.64719100000,32053,448,8,12
1818,39.88824900000,116.51917400000,54845,768,9,3
1819,39.87270800000,116.57734100000,48032,672,14,3
1820,39.76865600000,116.30844100000,73102,1023,9,12
1821,39.96612100000,116.43128600000,77362,1083,9,3
1822,40.11100200000,116.30956800000,70028,980,9,11
1823,39.99307900000,116.27614000000,134184,1878,9,6
1824,39.96747600000,116.42536500000,88033,1232,5,3
1825,39.84578400000,116.84498300000,26650,373,5,9
1826,39.71203800000,116.28492700000,34502,483,9,12
1827,40.04716500000,116.40802900000,29148,408,10,3
1828,39.86750100000,116.31453600000,90336,1264,14,4
1829,39.71733200000,116.69435200000,30665,429,14,9
1830,40.02838100000,115.87228700000,14778,206,5,7
1831,39.87221100000,116.40570800000,115832,1621,20,1
1832,39.85510000000,116.38769300000,68066,952,6,4
1833,40.14404300000,116.72723500000,31435,440,12,10
1834,40.13006100000,116.55875300000,30181,422,12,10
1835,39.75337300000,116.20433500000,55880,782,12,8
1836,39.90707600000,116.48944900000,86268,1207,12,3
1837,39.60628000000,116.19644200000,18860,264,12,8
1838,39.99915300000,116.31932300000,79412,1111,12,6
1839,40.12913300000,116.46317100000,77675,1087,12,11
1840,40.11078800000,116.42187600000,86720,1214,12,11
1841,39.77645500000,116.87658900000,26650,373,12,9
1842,40.10745100000,116.40191500000,60724,849,12,11
1843,39.91103200000,116.51689000000,80309,1124,12,3
1844,39.88548300000,116.34332100000,128465,1798,12,2
1845,39.89219800000,116.16833200000,39492,553,12,5
1846,39.89228900000,116.57504600000,46051,644,12,3
1847,39.84508600000,116.23487300000,50734,710,12,4
1848,40.07622100000,116.18597300000,78218,1095,12,6
1849,39.70867500000,116.57290900000,27108,379,12,12
1850,39.81332000000,116.26240400000,89119,1248,12,4
1851,40.02278500000,116.43127900000,111934,1567,12,3
1852,39.85955700000,116.35249000000,99844,1398,12,4
1853,40.22272100000,116.79426700000,28344,397,12,10
1854,40.07648600000,116.75487200000,47594,666,12,10
1855,39.94538000000,116.43630000000,130888,1832,30,1
1856,40.01265600000,116.50014000000,67513,945,12,3
1857,39.76541000000,116.53883000000,39546,553,12,12
1858,40.20198600000,116.05551200000,27638,386,12,11
1859,39.95643900000,116.56168900000,101869,1425,12,3
1860,39.87478300000,116.23196700000,63292,885,12,4
1861,39.93311500000,116.06884400000,42406,594,12,7
1862,40.36132100000,116.82851100000,26492,370,12,15
1863,39.88128200000,116.25647300000,97544,1365,12,4
1864,40.01181200000,116.58455800000,125318,1754,12,3
1865,39.54988200000,115.80357600000,32831,459,12,8
1866,39.69687200000,116.52061500000,28595,400,12,12
1867,40.03776300000,116.41347100000,52835,739,12,3
1868,39.67603000000,116.28908300000,23760,332,12,12
1869,39.88295000000,116.23146600000,46681,654,12,4
1870,40.44376500000,116.81391500000,29495,412,12,15
1871,39.79945000000,116.37061900000,47821,669,12,4
1872,39.98650400000,116.46450100000,77460,1084,12,3
1873,39.95192300000,116.43840800000,85932,1203,12,3
1874,40.09115800000,116.33310300000,67672,948,12,11
1875,40.17459000000,116.26595300000,23501,328,12,11
1876,40.09385000000,116.19965000000,68659,961,12,6
1877,39.98537700000,116.35428700000,129822,1818,12,6
1878,40.10644800000,116.58123400000,21596,302,12,10
1879,39.93144000000,116.62297300000,54478,763,12,9
1880,39.80463300000,116.32169200000,56082,784,12,4
1881,40.37423900000,116.62162400000,37814,529,12,13
1882,40.16399200000,116.25810400000,40384,565,12,11
1883,39.86590600000,116.81808600000,26650,373,12,9
1884,40.02035400000,116.46370200000,105478,1477,12,3
1885,39.76296700000,116.49798500000,66768,934,12,12
1886,39.84374400000,116.37946500000,64303,900,12,4
1887,39.98015800000,116.28860000000,148012,2072,12,6
1888,39.89787200000,116.28438500000,71706,1004,12,6
1889,39.87869100000,116.08773000000,23516,328,12,7
1890,39.86239500000,116.65311400000,46999,657,12,9
1891,40.04204400000,116.58875700000,38189,535,12,10
1892,39.88041400000,116.29004700000,108937,1525,12,4
1893,40.12773400000,116.26555500000,41689,583,12,11
1894,40.06764400000,116.33456000000,70733,990,12,11
1895,39.76207600000,116.37647600000,36064,505,12,12
1896,39.91201700000,116.44840400000,88777,1243,12,3
1897,39.91924400000,116.57613300000,61100,855,12,3
1898,39.93852400000,116.32003300000,81430,1140,12,6
1899,39.68534500000,116.81150500000,39278,549,12,9
1900,40.06485100000,116.32001700000,65812,921,12,11
1901,40.00612600000,116.35470400000,98285,1376,12,6
1902,40.04457800000,116.60044300000,42766,598,12,10
1903,40.01845300000,116.37625100000,138335,1936,12,3
1904,39.98197700000,116.38801300000,120012,1680,12,3
1905,39.97167200000,116.48078300000,69328,970,12,3
1906,40.52629800000,116.08391100000,24172,338,12,16
1907,40.12309900000,116.32268300000,70028,980,12,11
1908,39.93849400000,116.08638700000,35174,492,12,7
1909,39.80190400000,116.84004300000,26650,373,12,9
1910,39.85187500000,116.31272700000,77536,1086,12,4
1911,39.86074100000,116.48937600000,72344,1012,12,3
1912,39.91067900000,116.59749300000,52910,740,12,3
1913,40.09827000000,116.35080300000,73447,1028,12,11
1914,39.85077000000,116.52042000000,54245,759,12,3
1915,39.90018700000,116.73816000000,141301,1978,12,9
1916,40.02775500000,116.66489400000,31979,447,12,10
1917,40.21732700000,116.22677700000,43964,615,12,11
1918,39.84549300000,116.32400800000,64116,897,12,4
1919,39.90260300000,116.27112700000,120460,1686,12,6
1920,39.82621400000,116.47034400000,51203,716,12,3
1921,40.06763800000,116.30666600000,46168,646,12,11
1922,40.05980500000,116.42648200000,141366,1978,12,11
1923,40.10089200000,116.13939800000,52151,729,12,6
1924,39.85886300000,116.67020300000,59602,834,12,9
1925,39.71815000000,116.72368500000,30665,429,12,9
1926,39.83853200000,116.44466700000,83200,1165,12,3
1927,39.69479700000,116.87659800000,26650,373,12,9
1928,39.89299600000,116.23003500000,65838,921,12,5
1929,39.96967500000,116.08045300000,33598,470,12,7
1930,40.04821600000,116.27535000000,92996,1302,12,6
1931,39.82240400000,116.19641500000,36042,504,12,4
1932,40.34661600000,116.82645100000,28271,396,12,15
1933,40.10766400000,116.63538000000,47188,661,12,10
1934,39.77640300000,116.83801300000,26650,373,12,9
1935,39.90135100000,116.51883500000,52781,739,12,3
1936,39.90493000000,116.65556100000,51172,716,12,9
1937,39.87810300000,116.66124500000,47435,663,12,9
1938,39.90558600000,116.26422400000,125230,1753,12,6
1939,40.01087200000,116.41420800000,96704,1353,12,3
1940,39.89371100000,116.31039400000,115957,1623,12,4
1941,39.88431500000,116.48730400000,103078,1443,12,3
1942,40.11131200000,116.46905000000,74736,1046,12,11
1943,40.16232400000,116.64197700000,32248,451,12,10
1944,40.10110700000,116.11803200000,58483,818,12,6
1945,39.89144700000,116.61845500000,46830,655,12,9
1946,39.85316900000,116.41892600000,58283,816,12,4
1947,39.94798800000,116.31387900000,136374,1909,12,6
1948,40.06776400000,116.41577200000,53026,742,12,11
1949,40.09645000000,116.60168600000,21596,302,12,10
1950,39.87110600000,116.58939800000,45372,634,12,3
1951,40.00413400000,116.22948500000,121630,1702,12,6
1952,39.89124400000,116.29143300000,115242,1612,12,6
1953,39.81149700000,116.69739300000,41310,578,12,9
1954,39.76626000000,116.20018000000,43506,609,12,8
1955,39.87836000000,116.69187500000,19512,273,12,9
1956,40.04502200000,116.34878900000,154260,2160,12,6
1957,40.38380600000,116.82394200000,28805,403,12,15
1958,40.13710400000,116.24794100000,33174,464,12,11
1959,39.92216800000,116.40375600000,148494,2078,30,1
1960,39.89694600000,116.62910500000,44041,616,12,9
1961,39.92852000000,116.48372500000,78598,1100,12,3
1962,39.97863800000,116.26882200000,130217,1822,12,6
1963,40.44779000000,116.82869200000,24112,337,12,15
1964,39.71632500000,116.50449700000,45354,634,12,12
1965,39.93176100000,116.03535400000,32047,448,12,7
1966,39.91830600000,116.45229700000,108014,1512,12,3
1967,39.76936300000,116.52027300000,47358,663,12,12
1968,39.83053700000,116.32765300000,53056,742,12,4
1969,39.73905300000,116.13448600000,34354,481,12,8
1970,39.96589700000,116.29791100000,159850,2238,12,6
1971,39.89401600000,116.33829500000,124124,1737,12,2
1972,39.90349500000,116.09791900000,52230,730,12,7
1973,39.71783500000,115.97381400000,22062,308,12,8
1974,39.85423000000,116.37877000000,64165,898,12,4
1975,39.96551200000,116.24069200000,72799,1018,12,6
1976,39.93460000000,116.49022600000,137083,1918,12,3
1977,39.98724700000,116.33912900000,97577,1365,12,6
1978,39.71173400000,116.33524900000,34120,477,12,12
1979,39.75457700000,116.31650000000,79106,1107,13,12
1980,40.04390100000,116.43517300000,112086,1569,12,3
1981,39.91970500000,116.41676900000,210354,2944,30,1
1982,39.81712200000,116.24877400000,48296,675,12,4
1983,39.91835000000,116.27333100000,107404,1503,12,6
1984,39.84135500000,116.30179400000,71467,1000,12,4
1985,40.30317400000,117.11554300000,27476,385,24,14
1986,39.80888200000,116.19641600000,43987,615,24,4
1987,40.19959200000,116.76171300000,36500,511,24,10
1988,40.15835800000,117.06325200000,53531,750,24,14
1989,39.75294100000,116.15590900000,38347,536,24,8
1990,40.08608900000,116.40311000000,42962,601,24,11
1991,39.97125500000,116.28143900000,210239,2943,24,6
1992,39.99611400000,116.42742900000,92806,1299,24,3
1993,40.05492200000,116.45849000000,84226,1179,24,3
1994,39.93875900000,116.33692800000,147206,2060,24,2
1995,40.00325200000,116.34196700000,138523,1939,24,6
1996,39.91270000000,116.31550500000,153378,2146,24,6
1997,40.01313800000,116.34679800000,31267,438,24,6
1998,39.81768500000,116.55419200000,13974,195,24,9
1999,39.87243600000,116.62767500000,50370,705,24,9
